"module","method","path","files"
"intellicare-wanda","GET","/api/v1/metrics/summary",".\intellicare-wanda\wanda\api\metrics_routes.py"
"intellicare-wanda","GET","/api/v1/modules",".\intellicare-wanda\wanda\api\app.py"
"intellicare-wanda","GET","/api/v1/modules/{module_name}",".\intellicare-wanda\wanda\api\app.py"
"intellicare-wanda","POST","/api/v1/modules/discover",".\intellicare-wanda\wanda\api\app.py"
"intellicare-wanda","GET","/api/v1/registry/{agent_name}",".\intellicare-wanda\wanda\api\registry_routes.py"
"intellicare-wanda","GET","/api/v1/registry/{agent_name}/capabilities-history",".\intellicare-wanda\wanda\api\registry_routes.py"
"intellicare-wanda","GET","/api/v1/registry/{agent_name}/history",".\intellicare-wanda\wanda\api\registry_routes.py"
"intellicare-wanda","GET","/api/v1/registry/routing-table",".\intellicare-wanda\wanda\api\registry_routes.py"
"intellicare-wanda","POST","/api/v1/route",".\intellicare-wanda\wanda\api\app.py"
"intellicare-wanda","POST","/api/v1/routing/explain",".\intellicare-wanda\wanda\api\routing_routes.py"
"intellicare-wanda","GET","/api/v1/routing/method",".\intellicare-wanda\wanda\api\routing_routes.py"
"intellicare-wanda","GET","/api/v1/slos",".\intellicare-wanda\wanda\api\metrics_routes.py"
"intellicare-wanda","GET","/api/v1/slos/history",".\intellicare-wanda\wanda\api\metrics_routes.py"
"intellicare-wanda","GET","/api/v1/traces/{trace_id}",".\intellicare-wanda\wanda\api\trace_routes.py"
"intellicare-wanda","GET","/api/v1/traces/{trace_id}/fhir",".\intellicare-wanda\wanda\api\trace_routes.py"
"intellicare-wanda","GET","/api/v1/traces/anomalies",".\intellicare-wanda\wanda\api\trace_routes.py"
"intellicare-wanda","GET","/api/v1/traces/patterns",".\intellicare-wanda\wanda\api\trace_routes.py"
"intellicare-wanda","GET","/api/v1/workflows/available",".\intellicare-wanda\wanda\api\workflow_routes.py"
"intellicare-wanda","POST","/api/v1/workflows/execute",".\intellicare-wanda\wanda\api\workflow_routes.py"
"intellicare-wanda","GET","/api/v1/workflows/status/{execution_id}",".\intellicare-wanda\wanda\api\workflow_routes.py"
"intellicare-wanda","GET","/docs/{resource}",".\intellicare-wanda\fhir_specs_server.py"
"intellicare-wanda","GET","/examples/{resource}",".\intellicare-wanda\fhir_specs_server.py"
"intellicare-wanda","GET","/metrics",".\intellicare-wanda\wanda\api\metrics_routes.py"
"intellicare-wanda","GET","/schemas/{resource}",".\intellicare-wanda\fhir_specs_server.py"
"intellicare-zilda","GET","/api/v1/",".\intellicare-zilda\run_api_lite.py"
"intellicare-zilda","GET","/api/v1/establishment/{cnes_code}",".\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/establishments",".\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/health",".\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/ibge/context/{city_code}",".\intellicare-zilda\run_api_lite.py"
"intellicare-zilda","GET","/api/v1/info",".\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/region-context/{city_code}",".\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/regions",".\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/rnds/stats/{city_code}",".\intellicare-zilda\run_api_lite.py"
"intellicare-zilda","GET","/api/v1/territorial-summary",".\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/unit-types",".\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","POST","/api/v1/validate",".\intellicare-zilda\zilda\api\app.py"
